name,Rotation,pitch_name,pitch_usage,Balls,Strikes,Pitches,Strikes Rate,Balls Rate
Nick Martinez,1,Changeup,21.6,691,1435,2126,67.5,32.5
Nick Martinez,1,4-Seam Fastball,22.4,691,1435,2126,67.5,32.5
Nick Martinez,1,Cutter,20.3,691,1435,2126,67.5,32.5
Nick Martinez,1,Sinker,17.6,691,1435,2126,67.5,32.5
Nick Martinez,1,Curveball,11.9,691,1435,2126,67.5,32.5
Nick Martinez,1,Slider,6.1,691,1435,2126,67.5,32.5
Rhett Lowder,1,Sinker,25.9,188,310,498,62.2,37.8
Rhett Lowder,1,Slider,27.3,188,310,498,62.2,37.8
Rhett Lowder,1,4-Seam Fastball,27.3,188,310,498,62.2,37.8
Rhett Lowder,1,Changeup,19.5,188,310,498,62.2,37.8
Sam Moll,2,4-Seam Fastball,38.0,225,399,624,63.9,36.1
Sam Moll,2,Sweeper,24.5,225,399,624,63.9,36.1
Sam Moll,2,Sinker,28.5,225,399,624,63.9,36.1
Sam Moll,2,Changeup,9.0,225,399,624,63.9,36.1
Tejay Antone,2,Sinker,25.5,24,23,47,48.9,51.1
Tejay Antone,2,Slider,25.5,24,23,47,48.9,51.1
Tejay Antone,2,4-Seam Fastball,34.0,24,23,47,48.9,51.1
Tejay Antone,2,Curveball,14.9,24,23,47,48.9,51.1
Tony Santillan,2,4-Seam Fastball,60.3,168,337,505,66.7,33.3
Tony Santillan,2,Slider,38.7,168,337,505,66.7,33.3
Tony Santillan,2,Changeup,1.0,168,337,505,66.7,33.3
Yosver Zulueta,2,Sinker,60.8,113,175,288,60.8,39.2
Yosver Zulueta,2,Slider,23.4,113,175,288,60.8,39.2
Yosver Zulueta,2,Sweeper,9.1,113,175,288,60.8,39.2
Yosver Zulueta,2,Changeup,1.7,113,175,288,60.8,39.2
Yosver Zulueta,2,4-Seam Fastball,4.9,113,175,288,60.8,39.2
