name,Rotation,pitch_name,pitch_usage,Balls,Strikes,Pitches,Strikes Rate,Balls Rate
Michael Petersen,2,Cutter,31.1,34,60,94,63.8,36.2
Michael Petersen,2,Changeup,2.8,34,60,94,63.8,36.2
Michael Petersen,2,Slider,0.6,34,60,94,63.8,36.2
Mike Baumann,2,Curveball,33.5,104,178,282,63.1,36.9
Mike Baumann,2,4-Seam Fastball,40.5,104,178,282,63.1,36.9
Mike Baumann,2,Slider,23.8,104,178,282,63.1,36.9
Mike Baumann,2,Changeup,1.9,104,178,282,63.1,36.9
Mike Baumann,2,Sinker,0.3,104,178,282,63.1,36.9
Roddery Muñoz,2,4-Seam Fastball,26.9,582,904,1486,60.8,39.2
Roddery Muñoz,2,Sinker,22.8,582,904,1486,60.8,39.2
Roddery Muñoz,2,Cutter,21.2,582,904,1486,60.8,39.2
Roddery Muñoz,2,Slider,19.8,582,904,1486,60.8,39.2
Roddery Muñoz,2,Changeup,9.3,582,904,1486,60.8,39.2
Ryan Weathers,1,4-Seam Fastball,39.7,528,887,1415,62.7,37.3
Ryan Weathers,1,Changeup,26.0,528,887,1415,62.7,37.3
Ryan Weathers,1,Sinker,12.1,528,887,1415,62.7,37.3
Ryan Weathers,1,Sweeper,21.3,528,887,1415,62.7,37.3
Ryan Weathers,1,Slider,0.9,528,887,1415,62.7,37.3
Shaun Anderson,2,Slider,37.3,53,135,188,71.8,28.2
Shaun Anderson,2,4-Seam Fastball,30.3,53,135,188,71.8,28.2
Shaun Anderson,2,Sinker,13.1,53,135,188,71.8,28.2
Shaun Anderson,2,Changeup,11.5,53,135,188,71.8,28.2
Shaun Anderson,2,Sweeper,7.8,53,135,188,71.8,28.2
Sixto Sánchez,2,Cutter,34.0,225,397,622,63.8,36.2
Sixto Sánchez,2,Changeup,31.4,225,397,622,63.8,36.2
Sixto Sánchez,2,4-Seam Fastball,29.8,225,397,622,63.8,36.2
Sixto Sánchez,2,Sinker,4.8,225,397,622,63.8,36.2
Valente Bellozo,1,4-Seam Fastball,37.4,417,678,1095,61.9,38.1
Valente Bellozo,1,Cutter,25.3,417,678,1095,61.9,38.1
Valente Bellozo,1,Changeup,14.4,417,678,1095,61.9,38.1
Valente Bellozo,1,Sweeper,10.3,417,678,1095,61.9,38.1
Valente Bellozo,1,Curveball,12.5,417,678,1095,61.9,38.1
Vidal Bruján,2,Curveball,9.1,24,31,55,56.4,43.6
Vladimir Gutierrez,2,4-Seam Fastball,33.8,33,47,80,58.8,41.2
Vladimir Gutierrez,2,Slider,28.7,33,47,80,58.8,41.2
Vladimir Gutierrez,2,Curveball,11.3,33,47,80,58.8,41.2
Vladimir Gutierrez,2,Changeup,26.3,33,47,80,58.8,41.2
Xzavion Curry,2,Slider,34.4,84,160,244,65.6,34.4
Xzavion Curry,2,4-Seam Fastball,49.5,84,160,244,65.6,34.4
Xzavion Curry,2,Curveball,13.9,84,160,244,65.6,34.4
Xzavion Curry,2,Split-Finger,0.8,84,160,244,65.6,34.4
Xzavion Curry,2,Changeup,1.4,84,160,244,65.6,34.4
Yonny Chirinos,2,Sinker,29.7,178,338,516,65.5,34.5
Yonny Chirinos,2,Slider,39.0,178,338,516,65.5,34.5
Yonny Chirinos,2,4-Seam Fastball,16.5,178,338,516,65.5,34.5
Yonny Chirinos,2,Split-Finger,14.8,178,338,516,65.5,34.5
