name,Rotation,pitch_name,pitch_usage,Balls,Strikes,Pitches,Strikes Rate,Balls Rate
Yohan Ramírez,2,Sweeper,28.9,13,16,29,55.2,44.8
Yohan Ramírez,2,4-Seam Fastball,16.8,13,16,29,55.2,44.8
Yohan Ramírez,2,Curveball,14.1,13,16,29,55.2,44.8
Zach Penrod,2,4-Seam Fastball,45.3,38,48,86,55.8,44.2
Zach Penrod,2,Changeup,30.2,38,48,86,55.8,44.2
Zach Penrod,2,Slider,24.4,38,48,86,55.8,44.2
Zack Kelly,2,4-Seam Fastball,29.9,348,610,958,63.7,36.3
Zack Kelly,2,Sweeper,27.2,348,610,958,63.7,36.3
Zack Kelly,2,Cutter,21.8,348,610,958,63.7,36.3
Zack Kelly,2,Changeup,20.9,348,610,958,63.7,36.3
