name,Rotation,pitch_name,pitch_usage,Balls,Strikes,Pitches,Strikes Rate,Balls Rate
Raisel Iglesias,2,4-Seam Fastball,28.4,291,637,928,68.6,31.4
Raisel Iglesias,2,Sinker,20.2,291,637,928,68.6,31.4
Raisel Iglesias,2,Slider,20.7,291,637,928,68.6,31.4
Ray Kerr,2,4-Seam Fastball,44.6,137,246,383,64.2,35.8
Ray Kerr,2,Curveball,47.0,137,246,383,64.2,35.8
Ray Kerr,2,Split-Finger,4.4,137,246,383,64.2,35.8
Reynaldo López,1,4-Seam Fastball,55.2,737,1380,2117,65.2,34.8
Reynaldo López,1,Slider,29.4,737,1380,2117,65.2,34.8
Reynaldo López,1,Curveball,11.6,737,1380,2117,65.2,34.8
Reynaldo López,1,Changeup,3.8,737,1380,2117,65.2,34.8
Spencer Schwellenbach,1,4-Seam Fastball,29.1,580,1307,1887,69.3,30.7
Spencer Schwellenbach,1,Slider,19.9,580,1307,1887,69.3,30.7
Spencer Schwellenbach,1,Cutter,16.8,580,1307,1887,69.3,30.7
Spencer Schwellenbach,1,Split-Finger,12.8,580,1307,1887,69.3,30.7
Spencer Schwellenbach,1,Curveball,14.6,580,1307,1887,69.3,30.7
Spencer Schwellenbach,1,Sinker,6.8,580,1307,1887,69.3,30.7
Spencer Strider,1,4-Seam Fastball,51.1,63,115,178,64.6,35.4
Spencer Strider,1,Slider,32.0,63,115,178,64.6,35.4
Spencer Strider,1,Curveball,12.4,63,115,178,64.6,35.4
Spencer Strider,1,Changeup,4.5,63,115,178,64.6,35.4
Tyler Matzek,2,4-Seam Fastball,67.0,57,122,179,68.2,31.8
Tyler Matzek,2,Slider,32.4,57,122,179,68.2,31.8
